Index;Fuel type;Body type;Engine;Gearbox;Doors;Seats;Emission;Service history
2781;Petrol;Hatchback;1.3L;Automatic;5;5;Euro 5;Full
2782;Petrol;Hatchback;1.8L;Manual;5;5;Euro 4;Null
2783;Petrol;Convertible;1.2L;Manual;2;4;Euro 5;Null
2785;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
2786;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
2787;Petrol;Hatchback;1.0L;Manual;5;4;Euro 5;Full
2788;Petrol;Hatchback;1.3L;Manual;5;5;Euro 5;Full
2789;Petrol;Estate;1.0L;Manual;5;5;Euro 6;Null
2790;Diesel;SUV;1.5L;Manual;5;5;Euro 6;Null
2791;Petrol;Hatchback;1.4L;Manual;5;5;Euro 3;Null
2792;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
2793;Petrol;Hatchback;1.3L;Manual;3;5;Euro 6;Null
2794;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Null
2801;Petrol;Hatchback;1.3L;Manual;3;5;Euro 4;Null
2809;Petrol;Hatchback;1.8L;Manual;5;5;Euro 4;Null
2811;Diesel;Coupe;2.0L;Automatic;2;4;Euro 6;Full
2813;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
2814;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
2815;Diesel;SUV;2.2L;Manual;5;5;Euro 5;Null
2816;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
2818;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
2820;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
2821;Diesel;SUV;1.4L;Manual;5;5;Euro 5;Null
2822;Petrol;Hatchback;1.2L;Manual;3;4;Euro 4;Null
2823;Diesel;Coupe;2.0L;Manual;2;5;Euro 4;Null
2824;Petrol;Hatchback;1.2L;Manual;3;4;Euro 6;Null
2825;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
2827;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
2828;Petrol;Hatchback;1.2L;Manual;3;4;Euro 4;Null
2829;Petrol;Hatchback;2.0L;Manual;5;5;Euro 4;Null
2831;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
2832;Diesel;Hatchback;1.3L;Manual;3;5;Euro 5;Null
2833;Diesel;Hatchback;1.5L;Manual;3;5;Euro 3;Null
2931;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
2932;Petrol;Hatchback;1.0L;Manual;3;5;Euro 5;Null
2933;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
2934;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
2935;Petrol;Hatchback;1.4L;Manual;5;5;Euro 6;Full
2936;Diesel;Estate;2.1L;Automatic;5;5;Euro 4;Null
2937;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
2939;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
2940;Diesel;SUV;2.2L;Manual;5;5;Euro 4;Null
2941;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
2942;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
2943;Diesel;Hatchback;2.0L;Manual;3;4;Euro 5;Null
2944;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
2945;Diesel;Hatchback;1.6L;Manual;3;5;Euro 5;Null
2946;Petrol;SUV;1.6L;Manual;5;5;Euro 5;Null
2947;Petrol;Hatchback;2.0L;Manual;3;5;Euro 4;Full
2950;Petrol;Hatchback;1.2L;Manual;3;4;Euro 6;Null
2951;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
2953;Electric;Hatchback;;Automatic;5;5;Null;
2954;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
2955;Diesel;SUV;2.2L;Automatic;5;5;Euro 4;Null
2956;Petrol;Hatchback;1.3L;Manual;5;5;Euro 4;Null
2957;Petrol;SUV;1.6L;Manual;5;5;Euro 5;Null
2958;Petrol;Convertible;1.8L;Manual;2;4;Euro 4;Null
2959;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
2960;Petrol;MPV;1.6L;Manual;5;5;Euro 5;Null
2962;Diesel;SUV;1.5L;Manual;5;5;Euro 5;Null
2963;Diesel;Hatchback;2.0L;Manual;5;5;Euro 6;Null
2964;Petrol;Hatchback;1.1L;Manual;5;5;Euro 6;Null
2965;Electric;Hatchback;;Automatic;5;5;Null;
2967;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
2968;Diesel;Hatchback;2.0L;Manual;5;5;Euro 4;Null
2970;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
2971;Diesel;Hatchback;2.2L;Manual;5;5;Euro 4;Null
2972;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
2973;Diesel;SUV;1.8L;Manual;5;5;Euro 5;Full
2974;Diesel;Coupe;2.0L;Manual;2;4;Euro 5;Null
2975;Petrol;Hatchback;1.0L;Manual;3;4;Euro 4;Null
2976;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
2977;Petrol;Hatchback;1.2L;Manual;5;4;Euro 4;Null
2978;Petrol;Hatchback;1.2L;Manual;3;4;Euro 6;Null
2979;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
2981;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
2982;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
2983;Petrol;MPV;1.4L;Manual;5;7;Euro 5;Null
2984;Diesel;SUV;2.0L;Manual;5;5;Euro 5;Null
2985;Petrol;Hatchback;1.3L;Manual;5;5;Euro 4;Null
2986;Petrol;SUV;1.3L;Manual;5;5;Euro 4;Full
2987;Diesel;Estate;1.6L;Manual;5;5;Euro 5;Null
2988;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
2989;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
2990;Petrol;Saloon;2.0L;Manual;4;5;Euro 4;Null
2991;Petrol;Hatchback;2.5L;Manual;5;5;Euro 4;Null
2992;Petrol;Hatchback;1.2L;Manual;3;4;Euro 6;Null
2993;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
2995;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
2996;Diesel;Saloon;2.1L;Automatic;4;5;Euro 4;Null
2997;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
2998;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
2999;Petrol;MPV;1.4L;Manual;5;5;Euro 5;Null
3000;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3001;Petrol;Convertible;1.6L;Manual;2;5;Euro 5;Null
3002;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
3003;Petrol;Hatchback;1.1L;Manual;3;5;Euro 6;Null
3005;Petrol;Hatchback;2.3L;Manual;5;5;Euro 4;Null
3006;Petrol;Hatchback;1.3L;Manual;3;5;Euro 5;Null
3007;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3009;Electric;Hatchback;;Automatic;5;5;Null;
3010;Diesel;Convertible;2.0L;Manual;2;4;Euro 4;Null
3011;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
3012;Diesel;Saloon;2.2L;Manual;4;5;Euro 6;Full
3013;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
3014;Petrol;Hatchback;1.0L;Automatic;5;5;Euro 6;Null
3015;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Full
3016;Petrol;Hatchback;1.0L;Automatic;5;4;Euro 5;Null
3017;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Null
3018;Diesel;MPV;1.6L;Manual;5;7;Euro 5;Full
3019;Diesel;Estate;2.0L;Manual;5;5;Euro 4;Null
3020;Petrol;Hatchback;1.1L;Manual;5;5;Euro 6;Null
3021;Electric;Hatchback;;Automatic;5;5;Null;
3023;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3024;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
3026;Diesel;Coupe;2.1L;Automatic;2;4;Euro 5;Null
3027;Diesel;Hatchback;1.6L;Automatic;5;5;Euro 6;Null
3028;Petrol;Hatchback;1.3L;Manual;5;5;Euro 5;Null
3029;Diesel;Estate;1.6L;Manual;5;5;Euro 5;Full
3030;Petrol;Hatchback;2.0L;Automatic;3;4;Euro 4;Full
3031;Diesel;MPV;1.3L;Manual;5;5;Euro 6;Full
3032;Diesel;Coupe;2.0L;Automatic;3;4;Euro 5;Null
3033;Diesel;SUV;1.5L;Manual;5;5;Euro 5;Full
3035;Petrol;Coupe;1.5L;Automatic;2;4;Euro 6;Null
3037;Electric;Hatchback;;Automatic;5;5;Null;
3038;Petrol;Hatchback;1.2L;Automatic;3;4;Euro 5;Null
3039;Petrol;Hatchback;1.4L;Manual;3;5;Euro 6;Null
3040;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Full
3041;Petrol;MPV;1.0L;Manual;5;5;Euro 5;Null
3042;Diesel;Convertible;3.0L;Automatic;2;4;Euro 4;Null
3043;Diesel;Hatchback;1.3L;Manual;5;5;Euro 6;Null
3044;Petrol;Hatchback;1.8L;Manual;5;5;Euro 5;Null
3045;Diesel;Hatchback;1.4L;Manual;5;5;Euro 4;Null
3046;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
3047;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
3051;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Full
3053;Petrol;Convertible;2.0L;Automatic;2;4;Euro 4;Null
3054;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Null
3055;Petrol;Convertible;2.0L;Manual;;2;Null;
3056;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Full
3057;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
3058;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
3059;Diesel;SUV;1.5L;Manual;5;5;Euro 5;Null
3060;Diesel;Estate;1.6L;Manual;5;5;Euro 5;Null
3061;Petrol;Hatchback;1.1L;Manual;5;5;Euro 5;Null
3062;Petrol;Hatchback;1.3L;Manual;3;5;Euro 5;Null
3063;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Full
3065;Electric;Hatchback;;Automatic;5;5;Null;
3066;Petrol;Hatchback;1.2L;Manual;3;4;Euro 4;Null
3067;Diesel;SUV;2.0L;Manual;5;5;Euro 5;Full
3068;Diesel;Saloon;3.2L;Automatic;4;5;Euro 3;Null
3069;Diesel;SUV;1.6L;Manual;5;5;Euro 6;Null
3070;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Null
3072;Diesel;SUV;1.5L;Manual;5;5;Euro 5;Null
3073;Diesel;Hatchback;2.0L;Manual;5;5;Euro 6;Full
3074;Petrol;SUV;1.2L;Manual;5;5;Euro 5;Null
3075;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Full
3077;Electric;Hatchback;;Automatic;5;5;Null;
3079;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
3080;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Full
3081;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
3082;Diesel;Saloon;2.1L;Automatic;4;5;Euro 5;Full
3083;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
3085;Petrol;Hatchback;1.0L;Manual;5;4;Euro 5;Null
3086;Diesel;Estate;2.0L;Automatic;5;5;Euro 5;Null
3087;Petrol;SUV;1.6L;Manual;5;5;Euro 5;Null
3089;Petrol;Coupe;3.0L;Automatic;2;4;Euro 4;Null
3090;Petrol;Hatchback;1.6L;Manual;3;4;Euro 5;Null
3091;Petrol;Coupe;1.5L;Automatic;2;4;Euro 6;Null
3093;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
3094;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3095;Diesel;Saloon;2.0L;Manual;4;5;Euro 6;Null
3096;Diesel;SUV;3.0L;Automatic;5;5;Euro 4;Full
3097;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
3098;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
3099;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
3101;Petrol;Convertible;1.6L;Manual;2;4;Euro 5;Null
3102;Petrol;SUV;1.6L;Manual;5;5;Euro 5;Null
3103;Diesel;SUV;1.6L;Manual;5;5;Euro 6;Null
3104;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
3105;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
3107;Petrol;Coupe;1.5L;Automatic;2;4;Euro 6;Null
3108;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Full
3109;Diesel;Estate;2.0L;Manual;5;5;Euro 4;Full
3111;Diesel;SUV;1.5L;Manual;5;5;Euro 5;Null
3113;Petrol;Hatchback;1.5L;Manual;5;5;Euro 5;Null
3114;Petrol;Hatchback;1.2L;Manual;3;5;Euro 6;Null
3115;Petrol;Hatchback;1.6L;Manual;3;5;Euro 5;Null
3116;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3117;Petrol;Hatchback;1.4L;Manual;3;5;Euro 6;Null
3118;Diesel;Estate;2.1L;Automatic;5;5;Euro 4;Null
3119;Petrol;Coupe;1.5L;Automatic;2;4;Euro 6;Null
3121;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
3122;Petrol;Hatchback;1.0L;Manual;5;4;Euro 5;Null
3123;Diesel;SUV;2.2L;Manual;5;5;Euro 4;Null
3124;Petrol;Hatchback;1.3L;Manual;5;5;Euro 5;Null
3125;Petrol;Saloon;4.8L;Automatic;4;5;Euro 4;Full
3126;Petrol;Coupe;4.2L;Automatic;2;4;Euro 4;Full
3127;Petrol;Hatchback;1.4L;Manual;3;5;Euro 6;Null
3128;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
3129;Diesel;MPV;1.3L;Manual;5;5;Euro 6;Full
3131;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 4;Null
3132;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
3133;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
3135;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3136;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3137;Petrol;Hatchback;1.2L;Manual;5;4;Euro 5;Null
3138;Diesel;SUV;2.0L;Manual;5;5;Euro 6;Full
3139;Petrol;Estate;1.6L;Manual;5;5;Euro 5;Null
3140;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
3141;Diesel;Convertible;2.0L;Manual;2;4;Euro 5;Null
3142;Diesel;SUV;2.2L;Automatic;5;5;Euro 5;Full
3143;Diesel;SUV;1.5L;Manual;5;5;Euro 5;Null
3144;Diesel;SUV;2.0L;Manual;5;5;Euro 4;Null
3145;Petrol;Hatchback;1.0L;Manual;3;5;Euro 6;Null
3146;Diesel;Estate;2.1L;Automatic;5;5;Euro 4;Null
3147;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3149;Electric;Hatchback;;Automatic;5;5;Null;
3150;Diesel;SUV;2.0L;Manual;5;7;Euro 6;Full
3151;Diesel;Combi Van;1.3L;Manual;3;;Euro 4;Null
3152;Diesel;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
3153;Petrol;MPV;1.2L;Manual;5;5;Euro 4;Full
3154;Petrol;Convertible;1.4L;Manual;2;4;Euro 6;Null
3156;Diesel;SUV;2.0L;Manual;5;5;Euro 5;Full
3157;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
3158;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3159;Diesel;Hatchback;1.6L;Automatic;3;5;Euro 6;Null
3160;Diesel;MPV;1.5L;Automatic;5;7;Euro 5;Full
3161;Electric;Hatchback;;Automatic;5;5;Null;
3163;Diesel;Coupe;2.0L;Automatic;2;4;Euro 6;Full
3165;Diesel;Hatchback;2.0L;Manual;3;5;Euro 5;Null
3166;Petrol;Hatchback;2.0L;Manual;3;4;Euro 4;Full
3167;Petrol;Hatchback;1.0L;Manual;5;5;Euro 5;Null
3168;Diesel;Hatchback;1.4L;Manual;5;5;Euro 5;Null
3169;Petrol;Hatchback;1.0L;Automatic;5;5;Euro 6;Null
3170;Diesel;MPV;1.6L;Manual;5;5;Euro 5;Null
3171;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3172;Petrol;Hatchback;2.0L;Manual;3;5;Euro 3;Null
3174;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
3175;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Full
3177;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
3178;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
3179;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
3180;Petrol;Hatchback;1.6L;Manual;5;5;Euro 6;Null
3181;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
3182;Diesel;Saloon;2.0L;Manual;4;5;Euro 6;Full
3183;Diesel;MPV;1.6L;Manual;5;5;Euro 5;Null
3184;Petrol;Hatchback;1.4L;Manual;5;5;Euro 6;Null
3186;Diesel;Hatchback;1.5L;Manual;3;4;Euro 6;Null
3187;Petrol;Hatchback;1.3L;Manual;5;5;Euro 6;Null
3188;Petrol;Hatchback;1.0L;Manual;5;4;Euro 4;Null
3189;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
3191;Petrol;Coupe;1.5L;Automatic;2;4;Euro 6;Null
3192;Diesel;SUV;3.0L;Automatic;5;5;Euro 5;Full
3193;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
3194;Diesel;Convertible;2.0L;Manual;2;4;Euro 5;Null
3195;Diesel;SUV;2.4L;Automatic;5;7;Euro 4;Null
3196;Diesel;SUV;2.2L;Automatic;5;5;Euro 5;Null
3198;Diesel;Hatchback;1.4L;Manual;5;5;Euro 6;Null
3199;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Null
3200;Diesel;Coupe;2.1L;Automatic;2;4;Euro 6;Full
3203;Petrol;SUV;1.3L;Automatic;5;5;Euro 6;Null
3205;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Full
3206;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
3207;Petrol;Hatchback;1.2L;Manual;3;4;Euro 6;Full
3208;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
3209;Diesel;SUV;1.6L;Manual;5;5;Euro 6;Null
3210;Diesel;Convertible;3.0L;Automatic;2;4;Euro 6;Null
3211;Diesel;SUV;2.0L;Manual;5;5;Euro 5;Null
3212;Diesel;Hatchback;2.0L;Manual;5;5;Euro 6;Full
3215;Petrol;Hatchback;0.9L;Manual;5;5;Euro 5;Full
3216;Petrol;Hatchback;1.1L;Manual;5;5;Euro 6;Null
3217;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
3219;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
3220;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3222;Petrol;Coupe;3.0L;Manual;;;Null;
3223;Diesel;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3224;Diesel;SUV;2.0L;Manual;3;4;Euro 5;Null
3225;Petrol;Hatchback;1.0L;Manual;5;4;Euro 5;Full
3226;Diesel;Saloon;2.2L;Automatic;4;5;Euro 5;Null
3228;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
3229;Diesel;Hatchback;1.4L;Manual;5;5;Euro 4;Null
3230;Petrol;Hatchback;1.0L;Manual;5;4;Euro 4;Null
3231;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
3233;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
3234;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Full
3235;Diesel;MPV;;Automatic;;;Null;Full
3236;Diesel;MPV;1.6L;Manual;5;7;Euro 5;Null
3237;Diesel;Saloon;2.0L;Manual;4;5;Euro 6;Null
3238;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Null
3239;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
3240;Diesel;SUV;1.5L;Manual;5;5;Euro 5;Full
3241;Petrol;Hatchback;1.6L;Manual;5;5;Euro 6;Null
3242;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
3243;Petrol;Estate;1.6L;Manual;5;5;Euro 5;Null
3244;Diesel;MPV;1.5L;Automatic;5;7;Euro 5;Full
3245;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
3247;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Full
3249;Petrol;Convertible;2.0L;Manual;2;4;Euro 6;Null
3250;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
3252;Diesel;Hatchback;1.4L;Automatic;5;5;Euro 5;Null
3253;Petrol;Saloon;2.0L;Automatic;4;5;Euro 5;Null
3254;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Full
3258;Petrol;Hatchback;1.0L;Manual;5;4;Euro 4;Null
3259;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Full
3261;Diesel;Coupe;2.0L;Automatic;2;4;Euro 6;Full
3262;Diesel;SUV;2.0L;Manual;5;5;Euro 6;Null
3264;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
3265;Diesel;Saloon;2.7L;Automatic;4;5;Euro 4;Full
3266;Petrol;MPV;1.4L;Manual;5;5;Euro 6;Null
3267;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
3268;Petrol;Convertible;1.8L;Manual;2;2;Euro 5;Null
3269;Diesel;SUV;2.0L;Manual;5;5;Euro 6;Null
3270;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
3272;Petrol;Hatchback;1.1L;Manual;5;5;Euro 6;Null
3273;Diesel;Coupe;2.0L;Automatic;2;4;Euro 6;Full
3275;Petrol;Coupe;1.5L;Automatic;2;4;Euro 6;Null
3277;Diesel;Hatchback;1.5L;Manual;3;5;Euro 5;Null
3278;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
3279;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
3280;Petrol;MPV;1.8L;Manual;5;7;Euro 5;Null
3281;Petrol;SUV;4.2L;Automatic;5;5;Euro 3;Full
3282;Diesel;Saloon;2.1L;Manual;4;5;Euro 6;Null
3283;Petrol;SUV;1.6L;Manual;5;5;Euro 5;Null
3284;Petrol;Hatchback;1.0L;Manual;3;5;Euro 5;Null
3285;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
3286;Diesel;MPV;1.5L;Automatic;5;7;Euro 5;Full
3287;Petrol;Coupe;1.5L;Automatic;2;4;Euro 6;Null
3289;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3291;Diesel;SUV;3.0L;Automatic;5;5;Euro 5;Full
3292;Diesel;Estate;2.0L;Automatic;5;5;Euro 6;Full
3295;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
3296;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
3297;Diesel;SUV;1.6L;Automatic;5;5;Euro 5;Null
3298;Diesel;Saloon;2.0L;Automatic;4;5;Euro 5;Null
3301;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
3303;Electric;Hatchback;;Automatic;5;5;Null;
3304;Diesel;SUV;2.0L;Manual;5;5;Euro 5;Null
3305;Diesel;SUV;1.6L;Manual;5;5;Euro 5;Null
3306;Diesel;SUV;1.5L;Manual;5;5;Euro 6;Null
3307;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Full
3308;Diesel;Hatchback;1.5L;Manual;5;5;Euro 5;Null
3309;Petrol;Hatchback;2.0L;Manual;5;5;Euro 5;Null
3311;Diesel;SUV;1.6L;Manual;5;5;Euro 6;Full
3312;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
3313;Diesel;Coupe;2.1L;Automatic;2;4;Euro 5;Null
3314;Petrol;Hatchback;1.1L;Manual;5;5;Euro 6;Null
3315;Electric;Hatchback;;Automatic;5;5;Null;
3317;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
3319;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
3320;Petrol;Hatchback;1.8L;Automatic;3;5;Euro 5;Null
3321;Diesel;Coupe;2.0L;Automatic;3;4;Euro 5;Null
3322;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Full
3323;Petrol;Coupe;1.0L;Manual;3;5;Euro 1;Null
3324;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
3327;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
3328;Petrol;Hatchback;1.1L;Manual;5;5;Euro 6;Null
3329;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
3331;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
3333;Diesel;Hatchback;1.1L;Manual;5;5;Euro 6;Null
3334;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
3335;Petrol;Hatchback;1.2L;Manual;3;4;Euro 4;Null
3336;Diesel;Saloon;3.0L;Automatic;4;5;Euro 5;Null
3337;Petrol;Saloon;3.0L;Automatic;4;5;Euro 6;Full
3338;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
3339;Petrol;Hatchback;1.4L;Manual;3;5;Euro 6;Null
3340;Diesel;Estate;1.9L;Automatic;5;5;Euro 4;Null
3341;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
3342;Diesel;MPV;1.5L;Automatic;5;7;Euro 5;Full
3343;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
3345;Diesel;Coupe;2.0L;Automatic;2;4;Euro 6;Full
3347;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Full
3349;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3350;Petrol;Hatchback;1.0L;Manual;3;4;Euro 5;Null
3351;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
3354;Diesel;Saloon;2.1L;Automatic;4;5;Euro 6;Null
3356;Diesel;Estate;2.1L;Automatic;5;5;Euro 4;Null
3357;Diesel;Coupe;2.0L;Automatic;2;4;Euro 6;Full
3359;Diesel;Coupe;2.0L;Automatic;2;4;Euro 6;Full
3360;Petrol;Hatchback;1.4L;Manual;3;5;Euro 6;Null
3361;Diesel;SUV;2.0L;Manual;5;5;Euro 5;Null
3362;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3363;Diesel;Saloon;3.0L;Automatic;4;5;Euro 5;Null
3364;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Full
3365;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Full
3367;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
3369;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
3370;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
3371;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
3373;Petrol;Coupe;1.5L;Automatic;2;4;Euro 6;Null
3374;Petrol;Hatchback;2.0L;Manual;3;5;Euro 3;Null
3376;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Null
3377;Petrol;Convertible;1.8L;Manual;2;2;Euro 4;Null
3378;Petrol;Hatchback;1.1L;Manual;5;5;Euro 6;Null
3379;Petrol;Hatchback;1.0L;Manual;3;4;Euro 5;Null
