Index;Fuel type;Body type;Engine;Gearbox;Doors;Seats;Emission;Service history
2279;Petrol;Hatchback;1.6L;Manual;3;5;Euro 4;Null
2281;Petrol;Convertible;1.2L;Manual;2;4;Euro 5;Null
2282;Diesel;Estate;3.0L;Automatic;5;5;Euro 5;Null
2283;Petrol;Hatchback;1.0L;Manual;5;4;Euro 5;Null
2284;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Full
2285;Petrol;Hatchback;1.2L;Manual;5;4;Euro 5;Null
2286;Diesel;SUV;2.0L;Manual;5;5;Euro 4;Full
2287;Diesel;SUV;2.2L;Manual;5;5;Euro 4;Null
2288;Diesel;Estate;1.6L;Manual;5;5;Euro 5;Null
2289;Diesel;Hatchback;1.6L;Manual;3;5;Euro 5;Null
2290;Petrol;Hatchback;1.4L;Manual;5;5;Euro 3;Null
2291;Petrol;Hatchback;1.0L;Manual;3;4;Euro 4;Null
2292;Petrol;Hatchback;1.8L;Manual;5;5;Euro 4;Null
2293;Petrol;Convertible;1.2L;Manual;2;4;Euro 5;Null
2295;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
2296;Diesel;Hatchback;1.4L;Manual;5;5;Euro 5;Null
2297;Petrol;Hatchback;1.0L;Manual;5;5;Euro 5;Null
2298;Petrol;Hatchback;1.8L;Manual;3;5;Euro 5;Null
2299;Diesel;Saloon;2.2L;Automatic;4;5;Euro 5;Null
2300;Diesel;Saloon;2.0L;Automatic;4;;Null;
2301;Petrol;Hatchback;1.1L;Manual;5;4;Euro 4;Null
2302;Petrol;Hatchback;1.3L;Manual;5;5;Euro 4;Null
2303;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
2304;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Full
2305;Diesel;Hatchback;1.4L;Manual;5;5;Euro 5;Full
2306;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2307;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
2309;Petrol;Hatchback;1.3L;Manual;3;4;Euro 4;Null
2310;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
2311;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
2312;Petrol;Hatchback;2.0L;Manual;5;5;Euro 6;Full
2313;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Full
2314;Petrol;Hatchback;2.0L;Manual;3;4;Euro 3;Null
2315;Diesel;MPV;1.8L;Automatic;5;5;Euro 5;Null
2316;Diesel;Saloon;1.7L;Automatic;4;5;Euro 5;Null
2317;Diesel;Hatchback;2.0L;Manual;3;5;Euro 5;Null
2318;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
2319;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
2320;Diesel;Saloon;2.0L;Manual;4;5;Euro 4;Null
2321;Petrol;Hatchback;1.3L;Manual;3;4;Euro 4;Null
2323;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
2324;Diesel;SUV;2.0L;Manual;5;5;Euro 5;Null
2325;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
2326;Diesel;SUV;2.0L;Automatic;5;5;Euro 5;Null
2327;Petrol;Hatchback;1.0L;Manual;5;4;Euro 5;Null
2328;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
2329;Diesel;SUV;3.0L;Automatic;5;5;Euro 4;Null
2330;Diesel;Estate;2.0L;Automatic;5;5;Euro 5;Null
2331;Diesel;SUV;2.5L;Manual;5;5;Euro 2;Null
2332;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
2333;Petrol;Convertible;1.6L;Manual;2;4;Euro 5;Full
2334;Diesel;Saloon;2.0L;Manual;4;5;Euro 4;Null
2335;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
2337;Petrol;Saloon;1.8L;Manual;4;5;Euro 5;Null
2338;Diesel;SUV;2.2L;Automatic;5;7;Euro 5;Full
2339;Petrol;Hatchback;1.0L;Manual;3;4;Euro 5;Null
2340;Petrol;Hatchback;1.0L;Manual;3;5;Euro 6;Null
2341;Diesel;Estate;1.5L;Manual;5;5;Euro 4;Null
2342;Petrol;Hatchback;1.0L;Manual;3;4;Euro 5;Null
2343;Diesel;Estate;2.0L;Automatic;5;5;Euro 4;Null
2344;Petrol;Hatchback;1.2L;Manual;3;5;Euro 6;Null
2345;Diesel;Estate;2.2L;Automatic;5;5;Euro 5;Null
2346;Diesel;SUV;1.5L;Manual;5;5;Euro 6;Null
2348;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2349;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2351;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
2352;Diesel;Saloon;2.0L;Manual;4;5;Euro 6;Null
2353;Diesel;Hatchback;2.0L;Manual;3;5;Euro 5;Full
2354;Petrol;Convertible;1.6L;Manual;2;4;Euro 5;Null
2355;Diesel;MPV;1.9L;Automatic;5;7;Euro 4;Null
2356;Petrol;SUV;1.6L;Manual;3;5;Euro 5;Null
2357;Petrol;Coupe;1.8L;Automatic;2;4;Euro 3;Null
2358;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
2359;Diesel;MPV;1.5L;Manual;5;5;Euro 5;Null
2360;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
2361;Diesel;Hatchback;2.0L;Manual;5;5;Euro 4;Null
2362;Petrol;Saloon;2.0L;Manual;4;5;Euro 2;Null
2363;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
2365;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2366;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
2367;Petrol;Hatchback;1.4L;Manual;3;5;Euro 6;Null
2368;Diesel;SUV;1.5L;Manual;5;5;Euro 6;Null
2369;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
2370;Diesel;SUV;2.0L;Manual;5;5;Euro 5;Null
2371;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
2372;Petrol;Hatchback;1.0L;Automatic;5;5;Euro 6;Null
2373;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
2374;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Full
2375;Diesel;MPV;1.6L;Manual;5;7;Euro 6;Null
2376;Petrol;Estate;2.4L;Automatic;5;5;Euro 3;Null
2377;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
2379;Petrol;Convertible;1.2L;Manual;2;4;Euro 5;Null
2380;Petrol;SUV;0.9L;Manual;5;5;Euro 5;Null
2381;Petrol;Convertible;1.4L;Automatic;2;4;Euro 5;Null
2382;Diesel;Hatchback;2.0L;Manual;5;5;Euro 4;Null
2383;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2384;Diesel;SUV;3.0L;Automatic;5;7;Euro 5;Full
2385;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Full
2386;Diesel;Estate;1.6L;Manual;5;5;Euro 5;Null
2387;Diesel;SUV;2.0L;Manual;5;5;Euro 5;Full
2388;Diesel;Convertible;2.0L;Manual;2;4;Euro 5;Full
2389;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2390;Petrol;Estate;2.4L;Automatic;5;5;Euro 3;Null
2391;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
2393;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
2394;Diesel;SUV;2.0L;Manual;5;5;Euro 6;Null
2395;Diesel;SUV;2.0L;Manual;5;5;Euro 5;Null
2396;Diesel;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
2397;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
2398;Diesel;SUV;2.2L;Automatic;5;5;Euro 5;Full
2399;Diesel;Saloon;2.0L;Automatic;4;5;Euro 5;Full
2400;Diesel;Saloon;2.2L;Automatic;4;5;Euro 5;Null
2401;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
2402;Diesel;Saloon;3.0L;Automatic;;5;Null;Full
2403;Petrol;Hatchback;2.0L;Manual;3;5;Euro 4;Null
2404;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
2405;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
2407;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
2408;Petrol;Hatchback;0.9L;Manual;3;4;Euro 6;Null
2409;Petrol;Hatchback;1.0L;Manual;5;4;Euro 4;Null
2410;Diesel;Coupe;2.1L;Automatic;2;4;Euro 4;Null
2411;Petrol;Hatchback;1.3L;Manual;3;5;Euro 4;Null
2412;Diesel;Saloon;2.1L;Automatic;4;5;Euro 5;Null
2413;Diesel;Estate;1.7L;Manual;5;5;Euro 5;Null
2414;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
2415;Petrol;MPV;1.4L;Manual;5;5;Euro 6;Null
2416;Diesel;MPV;1.9L;Automatic;5;7;Euro 4;Null
2417;Diesel;SUV;2.2L;Manual;5;5;Euro 5;Null
2418;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2419;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
2421;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2422;Diesel;SUV;1.7L;Manual;5;5;Euro 6;Null
2423;Diesel;Hatchback;1.5L;Manual;3;4;Euro 6;Null
2424;Diesel;Estate;2.0L;Manual;5;5;Euro 6;Null
2425;Petrol;Hatchback;1.3L;Manual;3;4;Euro 4;Null
2426;Petrol;Saloon;3.0L;Automatic;4;5;Euro 3;Null
2427;Petrol;Hatchback;1.2L;Manual;3;4;Euro 4;Null
2428;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
2429;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
2430;Diesel;SUV;2.2L;Manual;5;5;Euro 5;Null
2431;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Null
2432;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2433;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2435;Petrol;Saloon;1.8L;Manual;4;5;Euro 5;Null
2436;Petrol;Hatchback;1.0L;Manual;3;5;Euro 6;Null
2437;Petrol;Convertible;2.0L;Manual;2;4;Euro 4;Null
2438;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
2439;Diesel;Saloon;1.6L;Manual;4;5;Euro 6;Null
2440;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
2441;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
2442;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
2443;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Full
2445;Diesel;SUV;3.0L;Automatic;5;5;Euro 4;Null
2446;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2447;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2449;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
2450;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2451;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
2452;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
2453;Petrol;Hatchback;1.4L;Manual;5;5;Euro 6;Null
2454;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Full
2455;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
2456;Diesel;Estate;2.0L;Manual;5;5;Euro 5;Null
2457;Diesel;Hatchback;1.5L;Manual;5;5;Euro 5;Null
2458;Petrol;Hatchback;1.0L;Manual;3;5;Euro 6;Null
2459;Petrol;Hatchback;1.8L;Manual;5;5;Euro 4;Full
2460;Petrol;Hatchback;1.1L;Manual;3;5;Euro 5;Null
2461;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
2463;Petrol;Convertible;1.2L;Manual;2;4;Euro 5;Null
2464;Petrol;Saloon;1.8L;Manual;4;5;Euro 3;Null
2465;Diesel;SUV;2.0L;Automatic;5;5;Euro 5;Null
2466;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Null
2467;Diesel;SUV;2.0L;Automatic;5;5;Euro 5;Null
2468;Diesel;SUV;1.7L;Manual;5;5;Euro 5;Null
2469;Petrol;Hatchback;1.3L;Manual;5;5;Euro 4;Null
2470;Diesel;Estate;2.0L;Manual;5;5;Euro 6;Null
2471;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
2472;Diesel;SUV;3.0L;Automatic;5;4;Euro 5;Null
2473;Diesel;Hatchback;;Automatic;;;Null;
2474;Petrol;Saloon;2.0L;Manual;4;5;Euro 2;Null
2475;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
2477;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
2478;Petrol;Hatchback;1.5L;Manual;5;;Euro 1;Null
2479;Diesel;Coupe;2.0L;Automatic;2;4;Euro 6;Null
2480;Petrol;Hatchback;1.0L;Manual;3;5;Euro 5;Null
2481;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2482;Diesel;MPV;1.6L;Manual;5;7;Euro 5;Null
2483;Diesel;Saloon;2.0L;Manual;4;5;Euro 6;Null
2484;Diesel;Hatchback;1.4L;Manual;5;5;Euro 6;Null
2485;Petrol;Hatchback;1.6L;Manual;3;4;Euro 5;Null
2487;Diesel;Hatchback;1.4L;Manual;5;5;Euro 4;Null
2488;Petrol;Hatchback;1.8L;Manual;5;5;Euro 4;Null
2489;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
2491;Petrol;Hatchback;1.3L;Manual;3;4;Euro 4;Null
2492;Petrol;Hatchback;1.3L;Manual;5;5;Euro 5;Null
2493;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2494;Diesel;SUV;1.4L;Manual;5;5;Euro 5;Null
2495;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
2496;Diesel;SUV;1.5L;Manual;5;5;Euro 6;Null
2497;Petrol;Convertible;1.8L;Automatic;2;2;Euro 4;Null
2498;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
2499;Petrol;Hatchback;1.4L;Manual;3;4;Euro 6;Null
2500;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
2501;Diesel;MPV;1.6L;Manual;5;5;Euro 5;Null
2502;Petrol;Estate;2.4L;Automatic;5;5;Euro 3;Null
2503;Petrol;Hatchback;1.3L;Manual;3;4;Euro 4;Null
2505;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2506;Diesel;SUV;2.0L;Automatic;5;5;Euro 5;Full
2507;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
2508;Petrol;Hatchback;1.0L;Manual;5;5;Euro 5;Null
2509;Diesel;Estate;1.6L;Manual;5;5;Euro 5;Null
2510;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2511;Petrol;Saloon;2.0L;Automatic;4;5;Euro 6;Null
2512;Diesel;Hatchback;2.0L;Manual;5;5;Euro 6;Null
2513;Petrol;Hatchback;1.5L;Manual;3;4;Euro 6;Full
2514;Petrol;Hatchback;0.9L;Manual;5;5;Euro 6;Null
2515;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
2516;Petrol;Hatchback;1.8L;Manual;5;5;Euro 4;Null
2517;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2519;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
2520;Diesel;Saloon;2.1L;Automatic;4;5;Euro 5;Null
2521;Diesel;Saloon;2.0L;Manual;4;5;Euro 4;Null
2593;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
2594;Diesel;Hatchback;1.6L;Manual;3;5;Euro 5;Null
2595;Petrol;Hatchback;1.6L;Manual;5;5;Euro 6;Null
2596;Petrol;Hatchback;1.0L;Manual;5;5;Euro 4;Null
2597;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
2598;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
2599;Diesel;Coupe;2.0L;Manual;3;5;Euro 5;Null
2600;Petrol;Hatchback;1.8L;Manual;5;5;Euro 4;Null
2601;Petrol;Hatchback;1.3L;Manual;3;4;Euro 4;Null
2603;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
2604;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
2605;Diesel;SUV;1.7L;Manual;5;5;Euro 5;Null
2606;Diesel;Estate;1.6L;Manual;5;5;Euro 5;Null
2607;Diesel;Hatchback;2.0L;Manual;5;5;Euro 6;Null
2608;Petrol Hybrid;SUV;1.0L;Manual;5;5;Euro 6;Null
2609;Diesel;MPV;2.0L;Manual;5;7;Euro 5;Null
2610;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Full
2611;Petrol;Hatchback;1.0L;Manual;5;4;Euro 5;Null
2612;Diesel;SUV;2.2L;Manual;5;5;Euro 4;Null
2613;Diesel;Saloon;3.0L;Automatic;4;5;Euro 5;Null
2614;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2615;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
2617;Petrol;Saloon;1.8L;Manual;4;5;Euro 5;Null
2618;Petrol Hybrid;MPV;1.8L;Automatic;5;7;Null;Full
2619;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
2620;Diesel;Hatchback;1.4L;Automatic;5;5;Euro 4;Null
2621;Diesel;SUV;2.2L;Automatic;5;5;Euro 5;Full
2622;Petrol;Coupe;1.6L;Automatic;2;4;Euro 5;Null
2623;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
2624;Diesel;Saloon;2.1L;Automatic;4;5;Euro 5;Full
2625;Diesel;Hatchback;1.6L;Manual;3;5;Euro 5;Null
2626;Diesel;Hatchback;2.0L;Automatic;5;5;Euro 5;Null
2627;Diesel;Hatchback;2.0L;Manual;3;4;Euro 5;Null
2628;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2629;Petrol;Saloon;1.8L;Manual;4;5;Euro 5;Null
2631;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
2632;Petrol;Hatchback;1.0L;Manual;5;4;Euro 5;Null
2633;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
2634;Diesel;Coupe;2.1L;Automatic;2;4;Euro 5;Null
2635;Diesel;Estate;3.0L;Automatic;5;5;Euro 4;Null
2636;Diesel;Hatchback;1.5L;Manual;5;5;Euro 5;Null
2637;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
2638;Petrol;Hatchback;1.4L;Manual;5;5;Euro 6;Null
2639;Petrol;Saloon;2.0L;Automatic;4;5;Euro 5;Full
2640;Petrol;Hatchback;2.0L;Manual;3;4;Euro 4;Null
2641;Diesel;SUV;2.0L;Automatic;5;5;Euro 6;Null
2642;Petrol;Saloon;2.0L;Manual;4;5;Euro 2;Null
2643;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
2645;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
2646;Diesel;Hatchback;1.5L;Manual;5;5;Euro 5;Null
2647;Diesel;MPV;1.6L;Manual;5;5;Euro 5;Null
2648;Petrol;SUV;1.0L;Manual;5;5;Euro 5;Null
2649;Diesel;SUV;2.7L;Automatic;5;5;Euro 4;Null
2650;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
2651;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Null
2652;Diesel;Estate;1.7L;Manual;5;5;Euro 5;Null
2653;Diesel;Hatchback;1.5L;Manual;5;5;Euro 5;Full
2654;Petrol;Hatchback;1.6L;Manual;3;4;Euro 5;Full
2655;Petrol;Hatchback;1.3L;Manual;5;5;Euro 5;Null
2656;Diesel;Saloon;2.0L;Manual;4;5;Euro 4;Null
2657;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
2659;Petrol;Hatchback;1.6L;Manual;3;5;Euro 4;Null
2660;Petrol;MPV;1.4L;Manual;5;5;Euro 5;Full
2661;Petrol;Hatchback;1.2L;Manual;3;4;Euro 6;Null
2662;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Null
2663;Petrol;SUV;1.6L;Manual;5;5;Euro 5;Null
2664;Diesel;SUV;2.2L;Manual;5;5;Euro 6;Null
2665;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
2666;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Null
2667;Petrol;Hatchback;1.0L;Manual;5;5;Euro 5;Null
2668;Petrol Hybrid;Hatchback;;Automatic;;;Null;
2669;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
2670;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
2671;Petrol;Hatchback;1.6L;Manual;3;5;Euro 4;Null
2673;Petrol;Saloon;1.8L;Manual;4;5;Euro 5;Null
2674;Diesel;SUV;3.0L;Automatic;5;5;Euro 4;Null
2675;Diesel;Saloon;2.0L;Automatic;4;5;Euro 5;Null
2676;Petrol;Hatchback;2.0L;Manual;5;5;Euro 5;Full
2677;Diesel;Estate;1.7L;Automatic;5;5;Euro 5;Null
2678;Diesel;SUV;2.2L;Manual;5;5;Euro 5;Null
2679;Petrol;Hatchback;1.2L;Manual;5;4;Euro 4;Null
2680;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
2681;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Full
2682;Diesel;Saloon;1.6L;Manual;4;5;Euro 5;Null
2683;Diesel;Coupe;2.0L;Automatic;2;4;Euro 6;Full
2684;Petrol;Hatchback;1.1L;Manual;3;5;Euro 5;Null
2685;Petrol;Saloon;1.8L;Manual;4;5;Euro 5;Null
2687;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2688;Petrol;Hatchback;1.3L;Manual;5;5;Euro 5;Full
2689;Diesel;Saloon;2.0L;Automatic;4;5;Euro 5;Null
2690;Diesel;Coupe;2.1L;Automatic;2;4;Euro 6;Null
2691;Petrol;Hatchback;1.6L;Manual;3;4;Euro 5;Null
2692;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Null
2693;Petrol;Hatchback;1.0L;Manual;5;5;Euro 3;Null
2694;Petrol;MPV;1.8L;Manual;5;7;Euro 4;Null
2695;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
2696;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
2697;Petrol;SUV;1.5L;Manual;5;5;Euro 6;Null
2698;Petrol;Hatchback;1.1L;Manual;3;5;Euro 5;Null
2699;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2701;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
2702;Petrol;Hatchback;1.2L;Manual;3;4;Euro 6;Full
2703;Diesel;MPV;1.6L;Automatic;5;5;Euro 4;Null
2704;Diesel;Hatchback;1.4L;Manual;5;5;Euro 4;Null
2705;Diesel;Saloon;3.2L;Automatic;4;4;Euro 2;Null
2706;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
2707;Petrol;Coupe;1.8L;Automatic;2;4;Euro 3;Null
2708;Diesel;Coupe;3.0L;Manual;2;4;Euro 5;Full
2709;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Full
2710;Diesel;SUV;2.2L;Automatic;5;5;Euro 5;Null
2711;Diesel;Saloon;2.0L;Manual;4;5;Euro 6;Null
2712;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2713;Petrol;Hatchback;1.6L;Manual;3;5;Euro 4;Null
2715;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2716;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Null
2717;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
2718;Petrol;Hatchback;1.4L;Manual;5;5;Euro 6;Null
2719;Petrol Plug-in Hybrid;Saloon;1.6L;Automatic;4;5;Euro 6;Null
2720;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
2721;Petrol;Hatchback;1.4L;Manual;3;4;Euro 6;Null
2722;Petrol;Hatchback;1.0L;Manual;5;4;Euro 5;Null
2723;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Full
2724;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Full
2725;Petrol;Convertible;4.3L;Automatic;2;4;Euro 3;Null
2726;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2727;Petrol;Convertible;1.2L;Manual;2;4;Euro 5;Null
2729;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2730;Petrol;Hatchback;1.2L;Manual;3;4;Euro 6;Null
2731;Electric;SUV;;Automatic;5;5;Null;
2732;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
2733;Petrol;Saloon;2.5L;Automatic;4;5;Euro 4;Null
2734;Petrol;Hatchback;1.4L;Automatic;5;5;Euro 6;Null
2735;Diesel;Estate;2.0L;Manual;5;5;Euro 5;Null
2736;Petrol;Coupe;5.5L;Automatic;2;4;Euro 4;Full
2737;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2738;Petrol;Hatchback;1.4L;Automatic;5;5;Euro 5;Null
2740;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2741;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2743;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
2744;Diesel;Coupe;2.1L;Automatic;2;4;Euro 6;Null
2745;Petrol;SUV;1.6L;Manual;5;5;Euro 5;Null
2746;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
2747;Diesel;SUV;1.5L;Manual;5;5;Euro 5;Full
2748;Diesel;SUV;1.6L;Manual;5;5;Euro 5;Full
2749;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Full
2751;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
2752;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Null
2753;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Full
2754;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2755;Petrol;Convertible;1.2L;Manual;2;4;Euro 5;Null
2757;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2758;Petrol;Hatchback;1.0L;Manual;5;5;Euro 5;Full
2759;Diesel;Hatchback;2.0L;Automatic;3;4;Euro 5;Null
2760;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 4;Null
2761;Petrol;Hatchback;1.0L;Manual;5;5;Euro 5;Null
2762;Diesel;SUV;1.7L;Manual;5;5;Euro 5;Null
2763;Petrol;SUV;1.2L;Manual;5;5;Euro 5;Full
2764;Petrol;Hatchback;1.8L;Manual;3;5;Euro 3;Full
2766;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Null
2767;Diesel;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
2768;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2769;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2771;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2772;Diesel;SUV;2.0L;Automatic;5;5;Euro 5;Full
2773;Diesel;SUV;3.0L;Automatic;5;5;Euro 4;Null
2774;Petrol Hybrid;SUV;1.6L;Manual;5;5;Euro 6;Full
2775;Diesel;SUV;2.2L;Manual;5;5;Euro 5;Null
2776;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Full
2777;Diesel;SUV;2.2L;Manual;5;5;Euro 5;Full
2779;Petrol Hybrid;Hatchback;1.8L;Automatic;;5;Null;
2780;Diesel;Estate;1.5L;Automatic;5;5;Euro 6;Null
